Dados obtidos a partir do Sistema de Informação de Solos Brasileiros - BDSOLOS, esclarecimentos quanto ao uso disponível em:  http://www.bdsolos.cnptia.embrapa.br/esclarecimentos_uso.pdf

"Localização descritiva";"UF";"Município";"Altitude (m)";"Sistema de Coordenada";"Datum";"Latitude Graus";"Latitude Minutos";"Latitude Segundos";"Latitude Hemisfério";"Longitude Graus";"Longitude Minutos";"Longitude Segundos";"Longitude Hemisfério";"Northing";"Easting";"pH - H2O";"pH - KCl";"pH - CaCl2";"Complexo Sortivo - Cálcio (cmolc/kg)";"Complexo Sortivo - Magnésio";"Complexo Sortivo - Ca + Mg";"Complexo Sortivo - Potássio";"Complexo Sortivo - Sódio";"Complexo Sortivo - Valor S (Ca2++Mg2++K++Na+)";"Complexo Sortivo - Hidrogênio (H+)";"Complexo Sortivo - Alumínio Trocável (Al3+)";"Complexo Sortivo - Valor T (S+H++Al3+)";"Complexo Sortivo - Valor V &Delta; Saturação por Bases (100. S/T)%";"Complexo Sortivo - Saturação por Alumínio (100. Al3+/S+Al3+)%";"Ataque sulfúrico - SiO2";"Ataque sulfúrico - Al2O3";"Ataque sulfúrico - Fe2O3";"Ataque sulfúrico - TiO2";"Ataque sulfúrico - P2O5";"Ataque sulfúrico - MnO";"Ataque sulfúrico - SiO2 / Al2O3 (Ki)";"Ataque sulfúrico - SiO2 / R2O3 (Kr)";"Ataque sulfúrico - Al2O3 / Fe2O3";"Fósforo assimilável (mg/kg)";"Carbono orgânico";"Nitrogênio total";"Relação C/N (%)";"Água da pasta de saturação";"Saturação por Sódio (100.Na+/T)";"Condutividade Elétrica";"Sais Solúveis do Extrato da Saturação - Cálcio";"Sais Solúveis do Extrato da Saturação - Magnésio";"Sais Solúveis do Extrato da Saturação - Potássio";"Sais Solúveis do Extrato da Saturação - Sódio";"Sais Solúveis do Extrato da Saturação - Carbonatos";"Sais Solúveis do Extrato da Saturação - Cloretos";"Sais Solúveis do Extrato da Saturação - Bicarbonatos";"Sais Solúveis do Extrato da Saturação - Sulfatos";"Ponto de Carga Zero";"Adsorção de Fosfato";"Enxofre";"Equivalente de Carbonato de Cálcio";"CDB - Ferro (g/kg)";"CDB - Alumínio (g/kg)";"CDB - Manganês (g/kg)";"Oxalato de Amônio - Ferro";"Oxalato de Amônio - Alumínio";"Oxalato de Amônio - Sílica";"Pirofosfato de Sódio - Ferro";"Pirofosfato de Sódio - Alumínio";"Microelementos - Ferro";"Microelementos - Manganês";"Microelementos - Cobre";"Microelementos - Zinco";"Microelementos - Níquel";"Microelementos - Boro";"Microelementos - Molibidênio";"Microelementos - Cobalto";"Microelementos - Cádmio";"Microelementos - Cromo";"Microelementos - Selênio";"Microelementos - Chumbo";"Microelementos - Mercúrio";"Microelementos - Arsênio";"Microelementos - Silício";"Informações adicionais da análise química";
"Estrada Rondonópolis-Jaciara, a 57 km de Rondonópolis, entrando 1 km na estrada para Irelândia. Município de Jaciara. Mato Grosso.";"MT";"Jaciara";"860";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Rondonópolis-Jaciara, a 57 km de Rondonópolis, entrando 1 km na estrada para Irelândia. Município de Jaciara. Mato Grosso.";"MT";"Jaciara";"860";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.8";"5.3";"";"10.1";"2.7";"12.8";"0.22";"0.05";"13.1";"5.6";"0";"18.7";"70";"0";"103";"140";"123";"5.4";"1.6";"";"1.25";"0.8";"1.79";"4";"31.6";"3.2";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Rondonópolis-Jaciara, a 57 km de Rondonópolis, entrando 1 km na estrada para Irelândia. Município de Jaciara. Mato Grosso.";"MT";"Jaciara";"860";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.5";"4.8";"";"3.5";"1.7";"5.2";"0.18";"0.04";"5.4";"6.7";"0";"12.1";"45";"0";"106";"156";"123";"6";"1.4";"";"1.16";"0.77";"1.99";"2";"19.6";"1.5";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Rondonópolis-Jaciara, a 57 km de Rondonópolis, entrando 1 km na estrada para Irelândia. Município de Jaciara. Mato Grosso.";"MT";"Jaciara";"860";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.1";"4.2";"";"0.8";"0.6";"1.4";"0.09";"0.02";"1.5";"3.5";"1";"6";"25";"40";"103";"160";"130";"5.6";"1.3";"";"1.09";"0.72";"1.93";"2";"13.6";"1.2";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Rondonópolis-Jaciara, a 57 km de Rondonópolis, entrando 1 km na estrada para Irelândia. Município de Jaciara. Mato Grosso.";"MT";"Jaciara";"860";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"4.9";"4.1";"";"";"";"0.4";"0.03";"0.02";"0.5";"3.7";"1";"5.2";"10";"67";"104";"170";"130";"5.9";"0.2";"";"1.04";"0.7";"2.05";"1";"7.7";"0.6";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Rondonópolis-Jaciara, a 57 km de Rondonópolis, entrando 1 km na estrada para Irelândia. Município de Jaciara. Mato Grosso.";"MT";"Jaciara";"860";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.4";"4.2";"";"";"";"0.3";"0.02";"0.02";"0.3";"3";"0.5";"3.8";"8";"63";"110";"178";"144";"6.5";"1";"";"1.05";"0.69";"1.94";"1";"4.5";"0.4";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Rondonópolis-Jaciara, a 57 km de Rondonópolis, entrando 1 km na estrada para Irelândia. Município de Jaciara. Mato Grosso.";"MT";"Jaciara";"860";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.4";"4.7";"";"";"";"0.4";"0.03";"0.02";"0.5";"2.3";"0";"2.8";"18";"0";"109";"182";"143";"6.5";"0.9";"";"1.02";"0.68";"2";"1";"3.2";"0.4";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Rondonópolis-Coxim, a 17 km do Rio Poguba, a 30m da estrada, lado esquerdo. Município de Rondonópolis. Mato Grosso.";"MT";"Rondonópolis";"460";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.1";"4.1";"";"0.9";"0.2";"1.1";"0.11";"0.03";"1.2";"5.5";"1.4";"8.1";"15";"54";"185";"269";"77";"7.5";"0.7";"";"1.17";"0.99";"5.48";"1";"18.5";"1.1";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Rondonópolis-Coxim, a 17 km do Rio Poguba, a 30m da estrada, lado esquerdo. Município de Rondonópolis. Mato Grosso.";"MT";"Rondonópolis";"460";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5";"4.1";"";"";"";"0.3";"0.1";"0.01";"0.4";"4.5";"1.4";"6.3";"6";"78";"186";"267";"74";"7.2";"0.6";"";"1.18";"1.01";"5.66";"1";"18.9";"1.1";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Rondonópolis-Coxim, a 17 km do Rio Poguba, a 30m da estrada, lado esquerdo. Município de Rondonópolis. Mato Grosso.";"MT";"Rondonópolis";"460";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.1";"4.2";"";"";"";"0.3";"0.08";"0.02";"0.4";"3.3";"1.2";"4.9";"8";"75";"185";"268";"75";"7.3";"0.6";"";"1.17";"1";"5.61";"1";"16.5";"0.9";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Rondonópolis-Coxim, a 17 km do Rio Poguba, a 30m da estrada, lado esquerdo. Município de Rondonópolis. Mato Grosso.";"MT";"Rondonópolis";"460";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.3";"4.3";"";"";"";"0.3";"0.03";"0.01";"0.3";"3.4";"0.8";"4.5";"7";"73";"201";"292";"80";"8.3";"0.6";"";"1.17";"1";"5.73";"1";"10.3";"0.6";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Rondonópolis-Coxim, a 17 km do Rio Poguba, a 30m da estrada, lado esquerdo. Município de Rondonópolis. Mato Grosso.";"MT";"Rondonópolis";"460";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.5";"4.5";"";"";"";"0.2";"0.09";"0.02";"0.3";"2.6";"0.5";"3.4";"9";"63";"201";"299";"85";"8.6";"0.5";"";"1.14";"0.97";"5.52";"1";"6.7";"0.4";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Rondonópolis-Coxim, a 17 km do Rio Poguba, a 30m da estrada, lado esquerdo. Município de Rondonópolis. Mato Grosso.";"MT";"Rondonópolis";"460";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.9";"4.7";"";"";"";"0.3";"0.01";"0.01";"0.3";"2";"0.2";"2.5";"12";"40";"206";"301";"81";"8.4";"0.5";"";"1.16";"0.99";"5.83";"1";"4.4";"0.3";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada BR-29, a 15 km de sumidouro (Pensão do Alemão) em direção a Cuiabá, lado esquerdo. Município de Diamantino. Mato Grosso.";"MT";"Diamantino";"560";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.1";"4.1";"";"0.9";"0.2";"1.1";"0.11";"0.03";"1.2";"5.5";"1.4";"8.1";"15";"54";"185";"269";"77";"7.5";"0.7";"";"1.17";"0.99";"5.48";"1";"18.5";"1.1";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada BR-29, a 15 km de sumidouro (Pensão do Alemão) em direção a Cuiabá, lado esquerdo. Município de Diamantino. Mato Grosso.";"MT";"Diamantino";"560";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5";"4.1";"";"";"";"0.3";"0.1";"0.01";"0.4";"4.5";"1.4";"6.3";"6";"78";"186";"267";"74";"7.2";"0.6";"";"1.18";"1.01";"5.66";"1";"18.9";"1.1";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada BR-29, a 15 km de sumidouro (Pensão do Alemão) em direção a Cuiabá, lado esquerdo. Município de Diamantino. Mato Grosso.";"MT";"Diamantino";"560";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.1";"4.2";"";"";"";"0.3";"0.08";"0.02";"0.4";"3.3";"1.2";"4.9";"8";"75";"185";"268";"75";"7.3";"0.6";"";"1.17";"1";"5.61";"1";"16.5";"0.9";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada BR-29, a 15 km de sumidouro (Pensão do Alemão) em direção a Cuiabá, lado esquerdo. Município de Diamantino. Mato Grosso.";"MT";"Diamantino";"560";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.3";"4.3";"";"";"";"0.3";"0.03";"0.01";"0.3";"3.4";"0.8";"4.5";"7";"73";"201";"292";"80";"83";"0.6";"";"1.17";"1";"5.73";"1";"10.3";"0.6";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada BR-29, a 15 km de sumidouro (Pensão do Alemão) em direção a Cuiabá, lado esquerdo. Município de Diamantino. Mato Grosso.";"MT";"Diamantino";"560";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.5";"4.5";"";"";"";"0.2";"0.09";"0.02";"0.3";"2.6";"0.5";"3.4";"9";"63";"201";"299";"85";"8.6";"0.5";"";"1.14";"0.97";"5.52";"1";"6.7";"0.4";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada BR-29, a 15 km de sumidouro (Pensão do Alemão) em direção a Cuiabá, lado esquerdo. Município de Diamantino. Mato Grosso.";"MT";"Diamantino";"560";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.9";"4.7";"";"";"";"0.3";"0.01";"0.01";"0.3";"2";"0.2";"2.5";"12";"40";"206";"301";"81";"8.4";"0.5";"";"1.16";"0.99";"5.83";"1";"4.4";"0.3";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Velho-Cuiabá (BR-29), a 69 km de Sumidouro (Pensão do Alemão), lado esquerdo da estrada. Município de Diamantino. Mato Grosso.";"MT";"Diamantino";"520";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.2";"4.2";"";"";"";"0.4";"0.09";"0.01";"0.5";"4.8";"1.2";"6.5";"8";"71";"97";"122";"66";"4.6";"0.4";"";"1.35";"1.01";"2.9";"2";"13.5";"0.8";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Velho-Cuiabá (BR-29), a 69 km de Sumidouro (Pensão do Alemão), lado esquerdo da estrada. Município de Diamantino. Mato Grosso.";"MT";"Diamantino";"520";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.2";"4.3";"";"";"";"0.2";"0.08";"0.01";"0.3";"4.3";"1.2";"5.8";"5";"80";"103";"138";"69";"5";"0.4";"";"1.27";"0.96";"3.14";"1";"11.6";"0.7";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Velho-Cuiabá (BR-29), a 69 km de Sumidouro (Pensão do Alemão), lado esquerdo da estrada. Município de Diamantino. Mato Grosso.";"MT";"Diamantino";"520";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.2";"4.3";"";"";"";"0.2";"0.09";"0.02";"0.3";"3.6";"0.9";"4.8";"6";"75";"103";"139";"71";"5.3";"0.4";"";"1.26";"0.95";"3.07";"1";"8.9";"0.5";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Velho-Cuiabá (BR-29), a 69 km de Sumidouro (Pensão do Alemão), lado esquerdo da estrada. Município de Diamantino. Mato Grosso.";"MT";"Diamantino";"520";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.3";"4.4";"";"";"";"0.2";"0.11";"0.02";"0.3";"2.6";"0.7";"3.6";"8";"70";"111";"151";"73";"5.5";"0.3";"";"1.25";"0.96";"3.25";"1";"7.3";"0.4";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Velho-Cuiabá (BR-29), a 69 km de Sumidouro (Pensão do Alemão), lado esquerdo da estrada. Município de Diamantino. Mato Grosso.";"MT";"Diamantino";"520";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.5";"4.7";"";"";"";"0.2";"0.06";"0.01";"0.3";"1.8";"0.4";"2.5";"12";"57";"109";"152";"74";"5.7";"0.3";"";"1.22";"0.93";"3.22";"1";"4.3";"0.3";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Velho-Cuiabá (BR-29), a 69 km de Sumidouro (Pensão do Alemão), lado esquerdo da estrada. Município de Diamantino. Mato Grosso.";"MT";"Diamantino";"520";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.7";"5.3";"";"";"";"0.2";"0.03";"0.01";"0.2";"1.1";"0.2";"1.5";"13";"50";"109";"149";"74";"5.5";"0.3";"";"1.24";"0.94";"3.16";"1";"3.7";"0.2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cuiabá-São Vicente, distado a 9 km da ponte sobre o rio Coxipó, lado esquerda da mesma entrando 50 metros. Município de Cuiabá. Mato Grosso.";"MT";"Cuiabá";"290";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"6";"4.7";"";"1";"0.9";"1.9";"0.13";"0.02";"2.1";"1.6";"0.2";"3.9";"54";"9";"57";"41";"7";"1.7";"0.1";"";"2.36";"2.13";"9.2";"3";"5.5";"0.3";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cuiabá-São Vicente, distado a 9 km da ponte sobre o rio Coxipó, lado esquerda da mesma entrando 50 metros. Município de Cuiabá. Mato Grosso.";"MT";"Cuiabá";"290";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.4";"4.3";"";"0.5";"0.5";"1";"0.07";"0.02";"1.1";"1.2";"0.6";"2.9";"38";"35";"59";"46";"15";"1.8";"0.1";"";"2.18";"1.81";"4.81";"2";"4.1";"0.3";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cuiabá-São Vicente, distado a 9 km da ponte sobre o rio Coxipó, lado esquerda da mesma entrando 50 metros. Município de Cuiabá. Mato Grosso.";"MT";"Cuiabá";"290";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.3";"4.2";"";"";"";"0.8";"0.05";"0.02";"0.9";"1.1";"0.7";"2.7";"33";"44";"64";"51";"10";"1.9";"0.1";"";"2.13";"1.9";"8.01";"2";"3.4";"0.2";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cuiabá-São Vicente, distado a 9 km da ponte sobre o rio Coxipó, lado esquerda da mesma entrando 50 metros. Município de Cuiabá. Mato Grosso.";"MT";"Cuiabá";"290";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"4.9";"4.2";"";"";"";"0.6";"0.03";"0.03";"0.7";"0.8";"0.8";"2.3";"30";"53";"96";"79";"16";"2.7";"0.1";"";"2.07";"1.83";"7.75";"1";"2.3";"0.2";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cuiabá-São Vicente, distado a 9 km da ponte sobre o rio Coxipó, lado esquerda da mesma entrando 50 metros. Município de Cuiabá. Mato Grosso.";"MT";"Cuiabá";"290";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.4";"4.3";"";"";"";"0.3";"0.04";"0.03";"0.4";"0.7";"1";"2.1";"19";"71";"102";"84";"18";"2.8";"0.1";"";"2.06";"1.82";"7.33";"1";"1.3";"0.1";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cuiabá-São Vicente, distado a 9 km da ponte sobre o rio Coxipó, lado esquerda da mesma entrando 50 metros. Município de Cuiabá. Mato Grosso.";"MT";"Cuiabá";"290";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.1";"4.3";"";"";"";"0.3";"0.03";"0.03";"0.4";"0.8";"1";"2.2";"18";"71";"99";"81";"16";"2.7";"0.1";"";"2.08";"1.85";"7.95";"1";"1.8";"0.2";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cáceres-Cuiabá, a 70 km de Cáceres, lado direito da mesma. Município de Cáceres. Mato Grosso.";"MT";"Cáceres";"250";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"6.1";"5.7";"";"3.2";"0.9";"4.1";"0.16";"0.02";"4.3";"0.8";"0";"5.1";"84";"0";"41";"30";"20";"1.8";"0.2";"";"2.32";"1.63";"2.23";"16";"6.6";"0.5";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cáceres-Cuiabá, a 70 km de Cáceres, lado direito da mesma. Município de Cáceres. Mato Grosso.";"MT";"Cáceres";"250";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"6.2";"5.4";"";"1.3";"1.3";"2.6";"0.15";"0.02";"2.8";"0.6";"0";"3.4";"82";"0";"45";"35";"25";"1.8";"0.1";"";"2.19";"1.5";"2.2";"2";"3.6";"0.3";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cáceres-Cuiabá, a 70 km de Cáceres, lado direito da mesma. Município de Cáceres. Mato Grosso.";"MT";"Cáceres";"250";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"6.3";"5.1";"";"0.7";"1.6";"2.3";"0.17";"0.03";"2.5";"0.3";"0";"2.8";"89";"0";"58";"50";"27";"2.5";"0.1";"";"1.97";"1.47";"2.88";"1";"3";"0.2";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cáceres-Cuiabá, a 70 km de Cáceres, lado direito da mesma. Município de Cáceres. Mato Grosso.";"MT";"Cáceres";"250";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5";"3.9";"";"0.8";"1.2";"2";"0.07";"0.01";"2.1";"1";"1.1";"4.2";"50";"34";"120";"98";"39";"3.4";"0.1";"";"2.08";"1.66";"3.95";"1";"3.5";"0.3";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cáceres-Cuiabá, a 70 km de Cáceres, lado direito da mesma. Município de Cáceres. Mato Grosso.";"MT";"Cáceres";"250";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.1";"4";"";"1.3";"1.3";"2.6";"0.05";"0.02";"2.7";"1.4";"1";"5.1";"53";"27";"173";"146";"49";"4.2";"0.1";"";"2.01";"1.66";"4.61";"1";"3.2";"0.3";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cáceres-Cuiabá, a 70 km de Cáceres, lado direito da mesma. Município de Cáceres. Mato Grosso.";"MT";"Cáceres";"250";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.3";"4";"";"1.9";"0.9";"2.8";"0.03";"0.02";"2.9";"1.1";"0.8";"4.8";"60";"22";"189";"159";"49";"4.2";"0.1";"";"2.02";"1.69";"5.09";"1";"2.1";"0.2";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cáceres-Cuiabá, a 70 km de Cáceres, lado direito da mesma. Município de Cáceres. Mato Grosso.";"MT";"Cáceres";"250";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.5";"4.2";"";"2";"0.9";"2.9";"0.05";"0.04";"3";"2.5";"0.5";"6";"50";"14";"178";"153";"48";"3.7";"0.1";"";"1.98";"1.65";"5";"1";"1.7";"0.2";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cuiabá-Cáceres, a 34 km do rio Cuiabá, lado esquerdo. Município de Nossa Senhora do Livramento. Mato Grosso.";"MT";"Nossa Senhora do Livramento";"390";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.9";"4.6";"";"2.2";"1.2";"3.4";"0.27";"0.03";"3.7";"4.1";"0.4";"8.2";"45";"10";"121";"73";"70";"2.7";"0.3";"";"2.82";"1.75";"1.64";"5";"16.1";"1.2";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cuiabá-Cáceres, a 34 km do rio Cuiabá, lado esquerdo. Município de Nossa Senhora do Livramento. Mato Grosso.";"MT";"Nossa Senhora do Livramento";"390";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.2";"4.1";"";"";"";"0.7";"0.15";"0.03";"0.9";"2.7";"1.3";"4.9";"18";"59";"128";"84";"69";"2.9";"0.5";"";"2.59";"1.7";"1.91";"2";"7.9";"0.7";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Cuiabá-Cáceres, a 34 km do rio Cuiabá, lado esquerdo. Município de Nossa Senhora do Livramento. Mato Grosso.";"MT";"Nossa Senhora do Livramento";"390";"Latitude / Longitude";"";"";"";"";"";"";"";"";"";"";"";"5.3";"4.1";"";"";"";"0.6";"0.12";"0.03";"0.8";"2.5";"1.5";"4.8";"17";"65";"150";"99";"54";"3.9";"0.3";"";"2.58";"1.91";"2.88";"1";"6.9";"0.6";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
